num_state,steady_state,lambda2,U,Sigma,U_inv,A,A_entropy,num_observation,B,B_entropy,pi_0,llm_emission_acc,llm_emission_prob,llm_emission_reverse_kl,llm_emission_forward_kl,llm_emission_hellinger_distance
4,"[0.2500000000000001, 0.24999999999999992, 0.24999999999999997, 0.24999999999999997]",0.99,"[[1.0, -1.0853549242019653, 0.02552518993616104, -0.6570744514465332], [1.0, -1.0783087015151978, -0.022312860935926437, 0.6553940773010254], [1.0, 1.0869240760803223, -1.1225067377090454, 0.758744478225708], [1.0, 1.0767385959625244, 1.119294285774231, -0.7570629715919495]]","[[1.0, 0.0, 0.0, 0.0], [0.0, 0.9900000095367432, 0.0, 0.0], [0.0, 0.0, -0.2402813732624054, 0.0], [0.0, 0.0, 0.0, -0.23927265405654907]]","[[0.25, 0.25, 0.25, 0.25], [-0.23126822710037231, -0.23091354966163635, 0.23042480647563934, 0.23175695538520813], [-0.5284128189086914, 0.5279801487922668, -0.45712539553642273, 0.4575582444667816], [-0.7799413204193115, 0.7824069857597351, -0.017898809164762497, 0.01543328445404768]]","[[0.3791165568020519, 0.6178886756978057, 0.002397828217968678, 0.0005969392821737289], [0.6163604898589697, 0.37664142514095705, 0.0043716519445063445, 0.0026264330555668546], [0.00021641183664898733, 0.0018863389489214243, 0.3779045089589668, 0.6199927402554628], [0.004306964201837253, 0.003583567060088879, 0.6153258215623558, 0.37678364717571805]]",1.001771554350853,2,"[[1.0, 0.0], [0.0, 1.0], [1.0, 0.0], [0.0, 1.0]]",0,"[1.0, 0.0, 0.0, 0.0]","[0.546142578125, 0.530517578125, 0.552490234375, 0.544189453125, 0.553466796875, 0.536865234375, 0.566162109375, 0.56103515625, 0.566162109375, 0.566650390625]","[0.5194411277770996, 0.5150854587554932, 0.5260559320449829, 0.519424557685852, 0.5199512839317322, 0.5144699811935425, 0.5248706340789795, 0.5243028402328491, 0.534173846244812, 0.5359909534454346]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.5256747007369995, 0.5278404951095581, 0.5185483694076538, 0.5256321430206299, 0.5257547497749329, 0.5295518636703491, 0.522587776184082, 0.5223548412322998, 0.5141963362693787, 0.5114259719848633]"
4,"[0.2500000000000001, 0.24999999999999992, 0.24999999999999997, 0.24999999999999997]",0.99,"[[1.0, -1.0853549242019653, 0.02552518993616104, -0.6570744514465332], [1.0, -1.0783087015151978, -0.022312860935926437, 0.6553940773010254], [1.0, 1.0869240760803223, -1.1225067377090454, 0.758744478225708], [1.0, 1.0767385959625244, 1.119294285774231, -0.7570629715919495]]","[[1.0, 0.0, 0.0, 0.0], [0.0, 0.9900000095367432, 0.0, 0.0], [0.0, 0.0, -0.2402813732624054, 0.0], [0.0, 0.0, 0.0, -0.23927265405654907]]","[[0.25, 0.25, 0.25, 0.25], [-0.23126822710037231, -0.23091354966163635, 0.23042480647563934, 0.23175695538520813], [-0.5284128189086914, 0.5279801487922668, -0.45712539553642273, 0.4575582444667816], [-0.7799413204193115, 0.7824069857597351, -0.017898809164762497, 0.01543328445404768]]","[[0.3791165568020519, 0.6178886756978057, 0.002397828217968678, 0.0005969392821737289], [0.6163604898589697, 0.37664142514095705, 0.0043716519445063445, 0.0026264330555668546], [0.00021641183664898733, 0.0018863389489214243, 0.3779045089589668, 0.6199927402554628], [0.004306964201837253, 0.003583567060088879, 0.6153258215623558, 0.37678364717571805]]",1.001771554350853,2,"[[0.9583073097263419, 0.04169269027365807], [0.04169269027365807, 0.9583073097263419], [0.9583073097263419, 0.04169269027365807], [0.04169269027365807, 0.9583073097263419]]",0.25,"[1.0, 0.0, 0.0, 0.0]","[0.54931640625, 0.519287109375, 0.5439453125, 0.529052734375, 0.5478515625, 0.528564453125, 0.54736328125, 0.553466796875, 0.5546875, 0.557861328125]","[0.5186996459960938, 0.5100473165512085, 0.5197940468788147, 0.5143303871154785, 0.5147473216056824, 0.5098813772201538, 0.5164409875869751, 0.5186156034469604, 0.5246208310127258, 0.5301756262779236]","[0.9185960292816162, 0.9630289077758789, 0.9556742906570435, 0.9330897331237793, 0.9188709259033203, 0.9284846186637878, 0.9069799780845642, 0.9152927398681641, 0.9168941378593445, 0.9229724407196045]","[0.5571027994155884, 0.5880904793739319, 0.6043213605880737, 0.5610131025314331, 0.545677125453949, 0.5502324104309082, 0.5334378480911255, 0.54448002576828, 0.561562180519104, 0.5786551237106323]","[0.39006945490837097, 0.3949393630027771, 0.3856266736984253, 0.3928682506084442, 0.39149561524391174, 0.39519578218460083, 0.38983553647994995, 0.38965487480163574, 0.38204747438430786, 0.37801122665405273]"
4,"[0.2500000000000001, 0.24999999999999992, 0.24999999999999997, 0.24999999999999997]",0.99,"[[1.0, -1.0853549242019653, 0.02552518993616104, -0.6570744514465332], [1.0, -1.0783087015151978, -0.022312860935926437, 0.6553940773010254], [1.0, 1.0869240760803223, -1.1225067377090454, 0.758744478225708], [1.0, 1.0767385959625244, 1.119294285774231, -0.7570629715919495]]","[[1.0, 0.0, 0.0, 0.0], [0.0, 0.9900000095367432, 0.0, 0.0], [0.0, 0.0, -0.2402813732624054, 0.0], [0.0, 0.0, 0.0, -0.23927265405654907]]","[[0.25, 0.25, 0.25, 0.25], [-0.23126822710037231, -0.23091354966163635, 0.23042480647563934, 0.23175695538520813], [-0.5284128189086914, 0.5279801487922668, -0.45712539553642273, 0.4575582444667816], [-0.7799413204193115, 0.7824069857597351, -0.017898809164762497, 0.01543328445404768]]","[[0.3791165568020519, 0.6178886756978057, 0.002397828217968678, 0.0005969392821737289], [0.6163604898589697, 0.37664142514095705, 0.0043716519445063445, 0.0026264330555668546], [0.00021641183664898733, 0.0018863389489214243, 0.3779045089589668, 0.6199927402554628], [0.004306964201837253, 0.003583567060088879, 0.6153258215623558, 0.37678364717571805]]",1.001771554350853,2,"[[0.8899721355616947, 0.11002786443830526], [0.11002786443830526, 0.8899721355616947], [0.8899721355616947, 0.11002786443830526], [0.11002786443830526, 0.8899721355616947]]",0.5,"[1.0, 0.0, 0.0, 0.0]","[0.532470703125, 0.5166015625, 0.51904296875, 0.51513671875, 0.522216796875, 0.50830078125, 0.5244140625, 0.519775390625, 0.53271484375, 0.544921875]","[0.511235237121582, 0.5079030990600586, 0.5107662677764893, 0.5062041878700256, 0.5085173845291138, 0.5060576796531677, 0.5090011358261108, 0.5122151374816895, 0.5126714706420898, 0.5224147439002991]","[0.5055080652236938, 0.5283147096633911, 0.5410400032997131, 0.5088151097297668, 0.49546658992767334, 0.49830710887908936, 0.4900081753730774, 0.49318158626556396, 0.506473958492279, 0.512297511100769]","[0.4002917408943176, 0.41984474658966064, 0.44722577929496765, 0.4014739990234375, 0.3816850483417511, 0.38284358382225037, 0.3730282783508301, 0.38069653511047363, 0.4010997414588928, 0.4156832695007324]","[0.3051034212112427, 0.30599701404571533, 0.302805632352829, 0.30664557218551636, 0.3053327798843384, 0.30847981572151184, 0.305294930934906, 0.302881121635437, 0.2994474768638611, 0.2941194772720337]"
4,"[0.2500000000000001, 0.24999999999999992, 0.24999999999999997, 0.24999999999999997]",0.99,"[[1.0, -1.0853549242019653, 0.02552518993616104, -0.6570744514465332], [1.0, -1.0783087015151978, -0.022312860935926437, 0.6553940773010254], [1.0, 1.0869240760803223, -1.1225067377090454, 0.758744478225708], [1.0, 1.0767385959625244, 1.119294285774231, -0.7570629715919495]]","[[1.0, 0.0, 0.0, 0.0], [0.0, 0.9900000095367432, 0.0, 0.0], [0.0, 0.0, -0.2402813732624054, 0.0], [0.0, 0.0, 0.0, -0.23927265405654907]]","[[0.25, 0.25, 0.25, 0.25], [-0.23126822710037231, -0.23091354966163635, 0.23042480647563934, 0.23175695538520813], [-0.5284128189086914, 0.5279801487922668, -0.45712539553642273, 0.4575582444667816], [-0.7799413204193115, 0.7824069857597351, -0.017898809164762497, 0.01543328445404768]]","[[0.3791165568020519, 0.6178886756978057, 0.002397828217968678, 0.0005969392821737289], [0.6163604898589697, 0.37664142514095705, 0.0043716519445063445, 0.0026264330555668546], [0.00021641183664898733, 0.0018863389489214243, 0.3779045089589668, 0.6199927402554628], [0.004306964201837253, 0.003583567060088879, 0.6153258215623558, 0.37678364717571805]]",1.001771554350853,2,"[[0.7854982551402111, 0.2145017448597889], [0.2145017448597889, 0.7854982551402111], [0.7854982551402111, 0.2145017448597889], [0.2145017448597889, 0.7854982551402111]]",0.75,"[1.0, 0.0, 0.0, 0.0]","[0.510009765625, 0.507080078125, 0.499267578125, 0.5146484375, 0.505615234375, 0.50537109375, 0.50537109375, 0.5068359375, 0.5107421875, 0.52099609375]","[0.5018353462219238, 0.504898190498352, 0.5026623010635376, 0.5046893358230591, 0.5026293992996216, 0.5008722543716431, 0.5027250051498413, 0.5036729574203491, 0.5051282048225403, 0.5072603821754456]","[0.25618940591812134, 0.26716840267181396, 0.285156786441803, 0.24451416730880737, 0.23909834027290344, 0.23498710989952087, 0.22879287600517273, 0.23571842908859253, 0.24532127380371094, 0.27365797758102417]","[0.24342381954193115, 0.2552492022514343, 0.28345614671707153, 0.23014670610427856, 0.2188936173915863, 0.2145601212978363, 0.20591449737548828, 0.2172827124595642, 0.23065754771232605, 0.266091912984848]","[0.21688345074653625, 0.2141273319721222, 0.22159847617149353, 0.2130247950553894, 0.21286626160144806, 0.21358433365821838, 0.2095719873905182, 0.20965828001499176, 0.2080351859331131, 0.21651217341423035]"
4,"[0.2500000000000001, 0.24999999999999992, 0.24999999999999997, 0.24999999999999997]",0.95,"[[1.0, 0.3694634437561035, 1.3479807376861572, 0.4186705946922302], [1.0, 0.3701061010360718, 0.5400291085243225, -0.7019046545028687], [1.0, -1.0922716856002808, 0.12644726037979126, -0.006691589951515198], [1.0, 0.3527020812034607, -2.0144569873809814, 0.28992563486099243]]","[[1.0, 0.0, 0.0, 0.0], [0.0, 0.949999988079071, 0.0, 0.0], [0.0, 0.0, 0.45643192529678345, 0.0], [0.0, 0.0, 0.0, -0.4155605137348175]]","[[0.25, 0.25, 0.25, 0.25], [0.25578880310058594, 0.23842266201972961, -0.6862152814865112, 0.19200384616851807], [0.26939043402671814, 0.03391170874238014, 0.0035333249252289534, -0.30683547258377075], [0.6983109712600708, -0.9167130589485168, -0.0029411311261355877, 0.22134310007095337]]","[[0.3840306904308517, 0.5140410537225498, 0.011830741253123365, 0.09009751459347515], [0.6100227038390834, 0.0747979928142014, 0.008739198196440817, 0.3064401051502743], [0.0020682654697976263, 0.0020068347304651683, 0.9622526170968657, 0.03367228270287148], [0.0038783249060692342, 0.40915408357460115, 0.01717751332407708, 0.5697900781952525]]",1.0215057656168938,2,"[[1.0, 0.0], [0.0, 1.0], [1.0, 0.0], [0.0, 1.0]]",0,"[1.0, 0.0, 0.0, 0.0]","[0.53857421875, 0.560546875, 0.570068359375, 0.617431640625, 0.6298828125, 0.651611328125, 0.647216796875, 0.66064453125, 0.663818359375, 0.654541015625]","[0.518179178237915, 0.5419907569885254, 0.5430225133895874, 0.5772168040275574, 0.5870007872581482, 0.59557044506073, 0.5994148254394531, 0.606884241104126, 0.6120226383209229, 0.608905553817749]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.5264855623245239, 0.5064073204994202, 0.5047260522842407, 0.4784761071205139, 0.46938854455947876, 0.46358197927474976, 0.45898503065109253, 0.45418375730514526, 0.45051801204681396, 0.45323365926742554]"
4,"[0.2500000000000001, 0.24999999999999992, 0.24999999999999997, 0.24999999999999997]",0.95,"[[1.0, 0.3694634437561035, 1.3479807376861572, 0.4186705946922302], [1.0, 0.3701061010360718, 0.5400291085243225, -0.7019046545028687], [1.0, -1.0922716856002808, 0.12644726037979126, -0.006691589951515198], [1.0, 0.3527020812034607, -2.0144569873809814, 0.28992563486099243]]","[[1.0, 0.0, 0.0, 0.0], [0.0, 0.949999988079071, 0.0, 0.0], [0.0, 0.0, 0.45643192529678345, 0.0], [0.0, 0.0, 0.0, -0.4155605137348175]]","[[0.25, 0.25, 0.25, 0.25], [0.25578880310058594, 0.23842266201972961, -0.6862152814865112, 0.19200384616851807], [0.26939043402671814, 0.03391170874238014, 0.0035333249252289534, -0.30683547258377075], [0.6983109712600708, -0.9167130589485168, -0.0029411311261355877, 0.22134310007095337]]","[[0.3840306904308517, 0.5140410537225498, 0.011830741253123365, 0.09009751459347515], [0.6100227038390834, 0.0747979928142014, 0.008739198196440817, 0.3064401051502743], [0.0020682654697976263, 0.0020068347304651683, 0.9622526170968657, 0.03367228270287148], [0.0038783249060692342, 0.40915408357460115, 0.01717751332407708, 0.5697900781952525]]",1.0215057656168938,2,"[[0.9583073097263419, 0.04169269027365807], [0.04169269027365807, 0.9583073097263419], [0.9583073097263419, 0.04169269027365807], [0.04169269027365807, 0.9583073097263419]]",0.25,"[1.0, 0.0, 0.0, 0.0]","[0.53515625, 0.543701171875, 0.544677734375, 0.58837890625, 0.606689453125, 0.598876953125, 0.603271484375, 0.626220703125, 0.6318359375, 0.630126953125]","[0.5166339874267578, 0.5323395729064941, 0.5293265581130981, 0.5602255463600159, 0.5660030841827393, 0.5666946768760681, 0.5681955814361572, 0.57575523853302, 0.5785992741584778, 0.5755826234817505]","[0.9219354391098022, 0.9097772240638733, 0.925239622592926, 0.8127391338348389, 0.7880489826202393, 0.7857009172439575, 0.78085857629776, 0.7690894603729248, 0.7601826786994934, 0.7706308960914612]","[0.5579029321670532, 0.5646268129348755, 0.5843915939331055, 0.4917186498641968, 0.47088950872421265, 0.46945837140083313, 0.463556170463562, 0.46184563636779785, 0.4631330370903015, 0.46949416399002075]","[0.3908185064792633, 0.3750373125076294, 0.3770330548286438, 0.353588342666626, 0.34732407331466675, 0.34736618399620056, 0.34501391649246216, 0.3402896523475647, 0.3359242081642151, 0.33916527032852173]"
4,"[0.2500000000000001, 0.24999999999999992, 0.24999999999999997, 0.24999999999999997]",0.95,"[[1.0, 0.3694634437561035, 1.3479807376861572, 0.4186705946922302], [1.0, 0.3701061010360718, 0.5400291085243225, -0.7019046545028687], [1.0, -1.0922716856002808, 0.12644726037979126, -0.006691589951515198], [1.0, 0.3527020812034607, -2.0144569873809814, 0.28992563486099243]]","[[1.0, 0.0, 0.0, 0.0], [0.0, 0.949999988079071, 0.0, 0.0], [0.0, 0.0, 0.45643192529678345, 0.0], [0.0, 0.0, 0.0, -0.4155605137348175]]","[[0.25, 0.25, 0.25, 0.25], [0.25578880310058594, 0.23842266201972961, -0.6862152814865112, 0.19200384616851807], [0.26939043402671814, 0.03391170874238014, 0.0035333249252289534, -0.30683547258377075], [0.6983109712600708, -0.9167130589485168, -0.0029411311261355877, 0.22134310007095337]]","[[0.3840306904308517, 0.5140410537225498, 0.011830741253123365, 0.09009751459347515], [0.6100227038390834, 0.0747979928142014, 0.008739198196440817, 0.3064401051502743], [0.0020682654697976263, 0.0020068347304651683, 0.9622526170968657, 0.03367228270287148], [0.0038783249060692342, 0.40915408357460115, 0.01717751332407708, 0.5697900781952525]]",1.0215057656168938,2,"[[0.8899721355616947, 0.11002786443830526], [0.11002786443830526, 0.8899721355616947], [0.8899721355616947, 0.11002786443830526], [0.11002786443830526, 0.8899721355616947]]",0.5,"[1.0, 0.0, 0.0, 0.0]","[0.5322265625, 0.52783203125, 0.529052734375, 0.564208984375, 0.565673828125, 0.5693359375, 0.55712890625, 0.586669921875, 0.582275390625, 0.568115234375]","[0.5127031803131104, 0.5218398571014404, 0.5200954675674438, 0.5387083292007446, 0.540924608707428, 0.534439206123352, 0.5382088422775269, 0.5438631772994995, 0.5434213876724243, 0.5395399928092957]","[0.5053532123565674, 0.501038134098053, 0.5239260196685791, 0.4466974139213562, 0.4359367787837982, 0.4404544234275818, 0.43630704283714294, 0.43189772963523865, 0.4343634843826294, 0.4495726227760315]","[0.3991062641143799, 0.4019423723220825, 0.43236058950424194, 0.3523455858230591, 0.3368389308452606, 0.3413282036781311, 0.3347691595554352, 0.3363284468650818, 0.34110555052757263, 0.35562121868133545]","[0.30501896142959595, 0.2912866473197937, 0.298134446144104, 0.2795795202255249, 0.27724766731262207, 0.2790257930755615, 0.27712148427963257, 0.2730334401130676, 0.270894318819046, 0.27558422088623047]"
4,"[0.2500000000000001, 0.24999999999999992, 0.24999999999999997, 0.24999999999999997]",0.95,"[[1.0, 0.3694634437561035, 1.3479807376861572, 0.4186705946922302], [1.0, 0.3701061010360718, 0.5400291085243225, -0.7019046545028687], [1.0, -1.0922716856002808, 0.12644726037979126, -0.006691589951515198], [1.0, 0.3527020812034607, -2.0144569873809814, 0.28992563486099243]]","[[1.0, 0.0, 0.0, 0.0], [0.0, 0.949999988079071, 0.0, 0.0], [0.0, 0.0, 0.45643192529678345, 0.0], [0.0, 0.0, 0.0, -0.4155605137348175]]","[[0.25, 0.25, 0.25, 0.25], [0.25578880310058594, 0.23842266201972961, -0.6862152814865112, 0.19200384616851807], [0.26939043402671814, 0.03391170874238014, 0.0035333249252289534, -0.30683547258377075], [0.6983109712600708, -0.9167130589485168, -0.0029411311261355877, 0.22134310007095337]]","[[0.3840306904308517, 0.5140410537225498, 0.011830741253123365, 0.09009751459347515], [0.6100227038390834, 0.0747979928142014, 0.008739198196440817, 0.3064401051502743], [0.0020682654697976263, 0.0020068347304651683, 0.9622526170968657, 0.03367228270287148], [0.0038783249060692342, 0.40915408357460115, 0.01717751332407708, 0.5697900781952525]]",1.0215057656168938,2,"[[0.7854982551402111, 0.2145017448597889], [0.2145017448597889, 0.7854982551402111], [0.7854982551402111, 0.2145017448597889], [0.2145017448597889, 0.7854982551402111]]",0.75,"[1.0, 0.0, 0.0, 0.0]","[0.506591796875, 0.494873046875, 0.51123046875, 0.52685546875, 0.5380859375, 0.52490234375, 0.513427734375, 0.52490234375, 0.511962890625, 0.52880859375]","[0.5036399364471436, 0.5041383504867554, 0.5079517364501953, 0.5157510638237, 0.5180860757827759, 0.513872504234314, 0.5122008323669434, 0.514116644859314, 0.5092297792434692, 0.5109426379203796]","[0.25177860260009766, 0.26857826113700867, 0.27996504306793213, 0.22423212230205536, 0.21605665981769562, 0.21669901907444, 0.2174512892961502, 0.22310170531272888, 0.23615700006484985, 0.2483266144990921]","[0.23789247870445251, 0.25864163041114807, 0.277536004781723, 0.21138301491737366, 0.19834701716899872, 0.1984853744506836, 0.19688095152378082, 0.2066667675971985, 0.2211529016494751, 0.23626244068145752]","[0.2148905247449875, 0.21547409892082214, 0.2201399803161621, 0.202347993850708, 0.1997150480747223, 0.20020753145217896, 0.19897279143333435, 0.19941967725753784, 0.20410260558128357, 0.2063567042350769]"
4,"[0.2500000000000001, 0.24999999999999992, 0.24999999999999997, 0.24999999999999997]",0.75,"[[1.0, -0.37738028168678284, -1.0025649070739746, 0.6926920413970947], [1.0, 0.36681893467903137, 0.2759348452091217, 0.0742737352848053], [1.0, -0.13568760454654694, 0.08834633231163025, -0.8822617530822754], [1.0, 0.14624883234500885, 0.6382837295532227, 0.11529599875211716]]","[[1.0, 0.0, 0.0, 0.0], [0.0, 0.75, 0.0, 0.0], [0.0, 0.0, 0.749872088432312, 0.0], [0.0, 0.0, 0.0, 0.7345929145812988]]","[[0.25, 0.25, 0.25, 0.25], [-0.4936698377132416, 2.846864938735962, -0.4028114974498749, -1.9503835439682007], [-0.3373587429523468, -0.9980179667472839, -0.1542253941297531, 1.4896020889282227], [0.32550477981567383, -0.2544090747833252, -0.8035809397697449, 0.7324850559234619]]","[[0.8089828263500722, 0.06508708776081655, 0.07105631483272491, 0.054873771056386356], [0.06213939657184199, 0.8128264779079045, 0.06342500909753103, 0.0616091164227225], [0.06692846537409719, 0.05905297570199536, 0.8015785125349609, 0.0724400463889465], [0.06194944772048962, 0.06303319428910605, 0.06394010877520008, 0.8110772492152043]]",1.0069639831781387,2,"[[1.0, 0.0], [0.0, 1.0], [1.0, 0.0], [0.0, 1.0]]",0,"[1.0, 0.0, 0.0, 0.0]","[0.783203125, 0.760498046875, 0.754150390625, 0.774169921875, 0.8388671875, 0.83544921875, 0.844482421875, 0.82958984375, 0.8447265625, 0.852294921875]","[0.6026027202606201, 0.6275538206100464, 0.6568080186843872, 0.6738225221633911, 0.7436525225639343, 0.7536532282829285, 0.7459851503372192, 0.7231858968734741, 0.7255874276161194, 0.7261265516281128]","[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.47033819556236267, 0.4472149610519409, 0.4114735722541809, 0.402175635099411, 0.34448572993278503, 0.3321343660354614, 0.3420632481575012, 0.3643108606338501, 0.36405959725379944, 0.36527371406555176]"
4,"[0.2500000000000001, 0.24999999999999992, 0.24999999999999997, 0.24999999999999997]",0.75,"[[1.0, -0.37738028168678284, -1.0025649070739746, 0.6926920413970947], [1.0, 0.36681893467903137, 0.2759348452091217, 0.0742737352848053], [1.0, -0.13568760454654694, 0.08834633231163025, -0.8822617530822754], [1.0, 0.14624883234500885, 0.6382837295532227, 0.11529599875211716]]","[[1.0, 0.0, 0.0, 0.0], [0.0, 0.75, 0.0, 0.0], [0.0, 0.0, 0.749872088432312, 0.0], [0.0, 0.0, 0.0, 0.7345929145812988]]","[[0.25, 0.25, 0.25, 0.25], [-0.4936698377132416, 2.846864938735962, -0.4028114974498749, -1.9503835439682007], [-0.3373587429523468, -0.9980179667472839, -0.1542253941297531, 1.4896020889282227], [0.32550477981567383, -0.2544090747833252, -0.8035809397697449, 0.7324850559234619]]","[[0.8089828263500722, 0.06508708776081655, 0.07105631483272491, 0.054873771056386356], [0.06213939657184199, 0.8128264779079045, 0.06342500909753103, 0.0616091164227225], [0.06692846537409719, 0.05905297570199536, 0.8015785125349609, 0.0724400463889465], [0.06194944772048962, 0.06303319428910605, 0.06394010877520008, 0.8110772492152043]]",1.0069639831781387,2,"[[0.9583073097263419, 0.04169269027365807], [0.04169269027365807, 0.9583073097263419], [0.9583073097263419, 0.04169269027365807], [0.04169269027365807, 0.9583073097263419]]",0.25,"[1.0, 0.0, 0.0, 0.0]","[0.712158203125, 0.6875, 0.685791015625, 0.70947265625, 0.7587890625, 0.753662109375, 0.759765625, 0.7529296875, 0.758056640625, 0.763916015625]","[0.5732405185699463, 0.594672679901123, 0.6153718829154968, 0.6252421140670776, 0.6686344146728516, 0.670596718788147, 0.6662642359733582, 0.651134729385376, 0.656558632850647, 0.658771276473999]","[0.7303051948547363, 0.7048450708389282, 0.710679292678833, 0.6588963270187378, 0.5469064712524414, 0.5661007165908813, 0.5675826072692871, 0.5921961069107056, 0.5879570841789246, 0.565933108329773]","[0.4391382932662964, 0.4376216530799866, 0.47454142570495605, 0.4299545884132385, 0.36610692739486694, 0.39271050691604614, 0.3864796757698059, 0.38845115900039673, 0.38859131932258606, 0.37151575088500977]","[0.3481905460357666, 0.3243942856788635, 0.30664533376693726, 0.29831814765930176, 0.25433477759361267, 0.25274643301963806, 0.25850796699523926, 0.2758799195289612, 0.2731296122074127, 0.2708740830421448]"
